num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
31,26,11,0,0,0,3,1,0
91,67,39,0,0,0,1,0,0
234,135,76,0,0,0,13,0,0
55,45,25,0,0,0,6,0,0
148,144,1,0,0,0,13,1,1
467,228,122,12,4,2,64,1,0
109,79,25,1,1,3,13,0,0
402,230,145,0,0,0,13,1,0
122,81,43,0,0,0,0,5,1
310,167,79,0,0,3,29,0,0
51,45,12,0,0,1,5,0,0
59,46,9,0,0,0,0,0,0
667,289,283,0,0,1,34,1,0
108,76,36,0,0,0,4,0,0
162,76,50,0,0,5,21,0,0
719,348,254,0,0,3,40,1,0
67,50,22,0,0,0,3,0,0
754,289,267,0,0,0,70,1,0
36,33,7,0,0,0,5,1,0
137,89,46,0,0,0,3,0,0
59,46,18,0,0,0,4,0,0
28,25,6,0,0,0,1,0,1
191,111,48,0,0,0,15,0,0
27,25,12,0,0,0,1,0,0
45,40,17,0,0,0,0,0,0
99,67,39,0,0,0,1,0,0
108,6,18,0,0,0,0,0,0
2578,683,1058,5,5,0,27,1,1
608,261,208,0,0,0,62,0,0
54,44,7,1,1,1,5,0,0
103,69,17,0,0,7,22,0,0
60,58,13,0,0,0,14,0,0
626,293,201,0,0,0,19,0,0
263,159,88,0,0,0,11,0,0
149,95,44,1,1,0,10,1,0
1221,552,373,0,0,0,154,0,1
1446,552,392,27,9,2,105,3,0
371,207,126,0,0,0,29,0,0
194,115,23,1,1,1,20,0,0
34,13,1,0,0,0,4,0,1
74,47,33,0,0,0,0,0,0
85,61,27,0,0,0,2,0,1
366,187,128,2,2,1,25,0,0
367,180,78,1,1,13,70,0,0
131,86,42,0,0,0,10,0,0
70,57,13,0,0,1,1,1,0
742,321,288,0,0,0,39,0,0
417,182,148,0,0,6,21,0,0
112,70,34,0,0,0,10,0,0
118,74,27,0,0,0,11,0,0
1588,534,457,5,1,3,103,1,0
120,83,44,1,1,0,6,0,0
394,228,138,0,0,0,9,0,0
73,59,29,0,0,0,3,0,0
103,64,10,0,0,0,15,0,1
1780,480,198,8,6,102,433,0,0
3521,881,1223,0,0,0,64,4,1
51,50,13,0,0,1,3,0,0
91,65,16,0,0,4,19,0,0
631,216,204,0,0,5,39,0,0
219,139,84,0,0,0,6,0,0
607,193,127,1,1,37,115,0,0
397,181,160,1,1,3,3,0,0
121,77,13,0,0,1,28,0,0
24,23,2,0,0,1,3,0,0
1035,452,356,0,0,0,96,0,0
458,178,139,3,1,0,36,1,0
331,183,106,0,0,2,26,1,0
46,38,20,0,0,0,0,0,0
498,273,164,4,4,2,26,2,1
61,59,3,0,0,0,2,0,1
118,70,41,0,0,0,5,0,0
1104,400,252,21,9,2,112,3,0
12,11,4,0,0,0,3,0,0
170,110,51,0,0,6,12,0,0
343,196,114,0,0,0,26,0,0
131,114,21,0,0,0,15,0,0
5153,1171,1524,4,3,2,134,4,0
198,100,66,0,0,7,10,0,0
288,151,97,0,0,1,30,1,0
363,185,132,0,0,3,13,0,0
207,137,74,0,0,0,7,0,0
249,125,50,13,2,1,30,0,0
92,76,20,0,0,0,7,1,1
295,163,126,0,0,0,10,0,0
314,179,112,0,0,0,12,0,0
174,81,44,0,0,0,22,0,0
57,57,6,0,0,0,7,0,1
569,227,199,0,0,0,30,1,0
383,206,123,12,1,2,16,0,0
34,32,9,0,0,1,3,0,0
92,69,39,0,0,0,1,0,0
144,87,43,0,0,0,7,0,0
63,45,6,0,0,7,8,0,0
600,286,193,0,0,0,13,0,0
150,98,5,0,0,31,54,1,0
48,47,13,0,0,0,3,0,0
